city,state_code,total,virus,virus_p
Bluffs,IN,461,363,0.787
Boca Ciega,FL,5093,2049,0.402
Boger City,NC,490,148,0.302
Bonadelle Ranchos,CA,4710,2487,0.528
Boulevard Park,WA,5717,3710,0.649
Boyette,FL,317,180,0.568
Braddock,MD,7817,2356,0.301
Braden River,FL,5751,5544,0.964
Bradrick,OH,1545,112,0.072
Braleys,MA,2569,517,0.201
Brass Castle,NJ,4582,574,0.125
Brecon,OH,3297,1078,0.327
Brennan,WA,5274,530,0.100
Bressler,PA,3005,2203,0.733
Bridgetown,MS,4835,2837,0.587
Bridgeville,NJ,8767,1130,0.129
Brighton,PA,8071,5373,0.666
Brittany Farms-The Highlands,PA,8218,4075,0.496
Broadview,TX,2083,1967,0.944
Brook Highland,AL,7945,742,0.093
Brookfield,NJ,8565,4299,0.502
Brownstown,MI,1685,1212,0.719
Brownsville,LA,3332,31,0.009
Brownville,NJ,4242,1393,0.328
Bruce,MI,2665,693,0.260
Brunswick Station,ME,7911,6969,0.881
Bryn Mawr,WA,2348,38,0.016
Buechel,KY,6575,4655,0.708
Buena Vista,MI,7590,2081,0.274
Buena Vista,WI,1158,846,0.731
Buenaventura Lakes,FL,1203,787,0.654
Buffalo Run,PA,7689,6841,0.890
Bull Mountain,OR,5340,4693,0.879
Bullock Creek,MI,8198,4099,0.500
Bunk Foss,WA,1435,430,0.300
Burleigh,NJ,1103,207,0.188
Bushnell Basin,NY,3024,478,0.158
Byram Center,NJ,8893,8593,0.966
Byram,CT,4667,1008,0.216
Cahaba Heights,AL,335,277,0.827
Cainhoy,SC,7035,6704,0.953
Callaway,MO,1610,1077,0.669
Callender,CA,7662,4846,0.632
Calvert,NC,1560,1414,0.906
Camino Tassajara,CA,8306,4230,0.509
Camp Forsyth,KS,9575,4883,0.510
Campton,SC,1808,238,0.132
Cannondale,CT,717,665,0.927
Canoe Camp,PA,9777,5617,0.575
Canyon Creek,TX,4347,649,0.149
Canyon Creek,WA,3960,1125,0.284
Canyon Rim,UT,6191,4558,0.736
Caon City,CO,3328,1698,0.510
Cape St Claire,MD,2340,335,0.143
Carbonville,UT,2984,759,0.254
Cardiff,NJ,77,45,0.584
Carmel Hills,NY,1270,859,0.676
Carmel Valley Village,CA,3538,2848,0.805
Carol City,FL,9851,361,0.037
Carriage Club,CO,1488,525,0.353
Carricitos,TX,522,148,0.284
Carrollwood,FL,6834,2478,0.363
Cartoogechaye,NC,4764,2908,0.610
Casa Conejo,CA,2765,105,0.038
Cascades,VA,2350,2211,0.941
Cassville,NJ,5333,3548,0.665
Castleton,NY,5509,1480,0.269
Catherine Lake,NC,8663,5162,0.596
Cattle Creek,CO,3304,2469,0.747
Caverna,MO,4933,4720,0.957
Cedar Bridge,NJ,7847,4132,0.527
Cedar Glen Lakes,NJ,1979,643,0.325
Cedar Glen West,NJ,8122,5075,0.625
Cedar Grove,FL,9168,7050,0.769
Cedar Mill,OR,7824,4231,0.541
Cedar Point,TX,4368,3075,0.704
Cedarcrest,NY,7337,1031,0.141
Cedarville,IN,935,748,0.800
Cedarwood Park,NJ,2164,1004,0.464
Cementon,PA,7736,6302,0.815
Centennial Park,AZ,526,312,0.593
Center,IN,1507,94,0.062
Center,PA,4946,1427,0.289
Central Heights,AZ,806,665,0.825
Central,LA,5136,3749,0.730
Central,PA,2436,448,0.184
Cetronia,PA,8581,5244,0.611
Chain O' Lakes,WI,9913,664,0.067
Chalkville,AL,5214,3840,0.736
Charlestown Beach,RI,1440,760,0.528
Charlotte,LA,3840,531,0.138
Charter Oak,CA,6133,3400,0.554
Chaseville,MA,3447,3266,0.947
Chatham Run,PA,6525,3037,0.465
Chatmar,FL,6617,3644,0.551
Cheat Neck,WV,1819,1712,0.941
Chelsea Heights,NJ,5958,2997,0.503
Chena Ridge,AK,8819,4968,0.563
Cherry Creek,CO,3971,916,0.231
Cherry Grove,OH,3966,921,0.232
Cherry Hill Mall,NJ,9649,4270,0.443
Cherry Hill,VA,6367,61,0.010
Cherrywood Village,KY,6052,2406,0.398
Chesapeake Ranch Estates,MD,7327,1717,0.234
Chester Center,CT,2994,585,0.195
Chesterfield Court House,VA,8065,5164,0.640
Chesterfield,MI,5015,4981,0.993
Chevy Chase Village,MD,7131,596,0.084
Chili Center,NY,3570,2193,0.614
Chippewa,MI,6029,2170,0.360
Chisholm,ME,7438,256,0.034
Chuckanut,WA,6718,4342,0.646
Chula Vista,TX,2762,488,0.177
Chums Corner,MI,9143,4559,0.499
Church Hill,PA,4117,426,0.103
Citrus Ridge,FL,9217,999,0.108
Clark Corners,MI,736,225,0.306
Clarksburg,NJ,7364,6893,0.936
Claxton,TN,7727,2434,0.315
Clay,OH,3532,214,0.061
Clearlake Riviera,CA,7074,2429,0.343
Cliffwood Beach,NJ,7005,958,0.137
Clover Leaf Lakes,NJ,4877,3413,0.700
Cloverhill,NJ,7835,2043,0.261
Cloverville,MI,9838,7892,0.802
Concordia,NJ,7632,2521,0.330
Connerton,FL,7098,6101,0.860
Conococheague,MD,6210,5877,0.946
Coral Gardens,FL,8981,4650,0.518
Corydon Junction,IN,7151,4973,0.695
Country Acres,TX,6274,2957,0.471
Country Squire Lakes,IN,5216,3060,0.587
Countryside,KS,5438,4458,0.820
Countryside,VA,1527,1069,0.700
Cousins Island,ME,5135,2077,0.404
Crescent City North,CA,1176,923,0.785
Crescent Heights,NJ,7637,1331,0.174
Crescent,IL,6149,3244,0.528
Crestwood Village,NJ,8512,634,0.074
Crown Heights,NY,4400,75,0.017
Crozier,LA,133,124,0.932
Crunk,TN,7589,5784,0.762
Crystal Beach,NY,5794,1227,0.212
Crystal Lake,CT,6026,2124,0.352
Crystal Spring,MI,1813,1284,0.708
Cumberland Hill,RI,5331,2296,0.431
Cuyamungue Grant,NM,3580,1155,0.323
Dakota Ridge,CO,9560,3643,0.381
Dallas Hills,TN,7868,1715,0.218
Darboy,WI,5275,2182,0.414
Dares,MD,9772,3453,0.353
Dargin,AL,596,339,0.569
Darkmont,KY,4675,4108,0.879
De Witt,NY,3755,2797,0.745
Decker Prairie,TX,9955,6092,0.612
Deep River,IN,2255,1320,0.585
Del Haven,NJ,428,69,0.161
DeLand Southwest,FL,4701,548,0.117
Delaware Park,NJ,3786,2231,0.589
Delton,WI,9779,7133,0.729
Denison,PA,5401,2552,0.473
Deptford,NJ,9202,7349,0.799
Desert Hills,AZ,7340,5770,0.786
Desert Palms,CA,1388,1310,0.944
Dewmaine,IL,9629,8594,0.893
Diablock,KY,3910,2139,0.547
Diamond Beach,NJ,2890,1098,0.380
Dixon Corner,AL,4861,2588,0.532
Doa Ana,NM,42,32,0.762
Dollars Corner,WA,3778,2831,0.749
Donohoe,PA,3848,821,0.213
Dorneyville,PA,9677,6220,0.643
Double Springs,TN,3445,2864,0.831
Dover Air Force Base,DE,3108,448,0.144
Dover Beaches North,NJ,8224,1180,0.143
Dover Beaches South,NJ,2746,1428,0.520
Downer,NJ,6569,5194,0.791
Dranesville,VA,8982,1773,0.197
Dunfee,IN,4348,1219,0.280
Dutch Island,GA,8968,1295,0.144
Dysertown,PA,9757,7028,0.720
Eagletown,IN,6989,1912,0.274
Eagleview,PA,258,57,0.221
Earlston,PA,7708,7015,0.910
East Avon,NY,2807,2776,0.989
East Bay,MI,1617,1278,0.790
East Bremerton,WA,9690,760,0.078
East Brooklyn,CT,2483,1412,0.569
East Corning,NY,9656,2532,0.262
East Douglas,MA,9623,8407,0.874
East Dunbar,FL,2151,1201,0.558
East Freehold,NJ,2357,1733,0.735
East Germantown,IN,2615,1724,0.659
East Harwich,MA,6430,2422,0.377
East la Mirada,CA,3072,428,0.139
East Millstone,NJ,9794,6465,0.660
East Pepperell,MA,6805,4786,0.703
East Perrine,FL,2871,2438,0.849
East Rancho Dominguez,CA,4565,879,0.193
East Spokane,WA,935,253,0.271
East St Louis,IL,3034,1661,0.547
East Tilton,NH,9669,1996,0.206
East Walden,NY,6698,346,0.052
Eastampton,NJ,7993,29,0.004
Easton,WV,2648,327,0.123
Eastside,OR,5123,1303,0.254
Eastwood,MI,6333,4718,0.745
Eayrestown,NJ,5285,288,0.054
Echelon,NJ,8497,2842,0.334
Eden Park,IL,3350,912,0.272
Edenborn,PA,6889,6592,0.957
Edgerton,MI,505,211,0.418
Edgewater Park,NY,7608,6794,0.893
Edisto,SC,9230,8783,0.952
Egypt,PA,3691,2829,0.766
Eidson Road,TX,1198,1133,0.946
El Cerro Mission,NM,2572,1653,0.643
El Cerro,NM,5614,1765,0.314
Elberon Park,NJ,6675,2071,0.310
Eldora,WV,7949,3607,0.454
Elkmore,MD,751,333,0.443
Ellendale,LA,9018,2891,0.321
Emerald Bay,TX,9336,6168,0.661
Emerald Lake Hills,CA,720,477,0.662
Emerson Park,GA,2203,1786,0.811
Erdman,WI,440,410,0.932
Erlands Point,WA,9813,777,0.079
Erlton,NJ,7047,5784,0.821
Eucalyptus Hills,CA,8684,3677,0.423
Eulaton,AL,1136,1094,0.963
Evergreen,KY,4094,703,0.172
Ewansville,NJ,7545,7070,0.937
Eylau,TX,9725,3669,0.377
Fair Oaks,VA,1978,882,0.446
Farmdale,KY,5537,2250,0.406
Feagaville,MD,9830,3264,0.332
Fearrington Village,NC,2822,1194,0.423
Feasterville,PA,1726,1428,0.827
Fellsburg,PA,1863,1245,0.668
Fenwick,CT,238,141,0.592
Ferguson,PA,5989,1791,0.299
Fern Creek,KY,2805,2003,0.714
Fernway,PA,3270,2512,0.768
Ferrell,NJ,2645,219,0.083
Fetters Hot Springs,CA,9408,297,0.032
Finderne,NJ,3535,2867,0.811
Firthcliffe,NY,8717,7467,0.857
Fish Hawk,FL,5120,944,0.184
Fisherville,MI,6306,1688,0.268
Flat Rock,SC,2274,419,0.184
Forest Glen,MD,9286,2201,0.237
Forest Grove,NJ,9287,5543,0.597
Forest Oaks,NC,5003,4125,0.825
Forrester,GA,1413,300,0.212
Fort Campbell North,KY,2240,1502,0.671
Fort Chaffee,AR,5416,634,0.117
Fort Devens,MA,1997,1285,0.643
Fortuna,AZ,9689,2812,0.290
Foster Brook,PA,3549,115,0.032
Fountainebleau,FL,6453,3349,0.519
Four Corners,MN,2911,788,0.271
Four Points,TN,5886,97,0.016
Four Seasons,MO,7921,627,0.079
Fox Chase,PA,8601,5240,0.609
Fox River,WI,7486,6254,0.835
Frankenlust,MI,7965,3928,0.493
Franklin Farm,VA,6024,4939,0.820
Freedom Plains,NY,4432,3914,0.883
Freeport,CA,8427,7527,0.893
Frenchtown,MI,6565,4817,0.734
Friendship Heights Village,MD,7724,6360,0.823
Fries Mill,NJ,6893,2513,0.365
Frisco,PA,5405,947,0.175
Frost,KY,2315,1865,0.806
Furnaceville,NY,1467,276,0.188
Garden Grove,FL,2315,895,0.387
Gardere,LA,1055,402,0.381
Garfield,MI,8371,7886,0.942
Garnet,CA,7082,693,0.098
Geddes,NY,5200,4225,0.813
Geistown,PA,8478,3114,0.367
Genesee,WI,2644,2459,0.930
Genoa,MI,3365,449,0.133
Georgetown,NJ,1185,574,0.484
Ghent,OH,466,143,0.307
Gibbs Grove,MA,9931,2997,0.302
Gibbs,TN,9001,2075,0.231
Gleasondale,MA,9342,7263,0.777
Glen Farms,MD,7649,5870,0.767
Glen St Mary,FL,6419,4486,0.699
Glenville,CT,6672,2600,0.390
Gold Key Lake,PA,3797,1310,0.345
Golden's Bridge,NY,1536,569,0.370
Good Hope,CA,1696,1394,0.822
Goods Corner,PA,3591,962,0.268
Goose Lake,IL,7582,3409,0.450
Gosser Hill,PA,6726,5437,0.808
Gouldtown,NJ,4111,3771,0.917
Grace,WA,8874,4994,0.563
Grand Point,LA,7762,4436,0.572
Grand View Estates,CO,1944,1935,0.995
Gravesville,WI,2871,1607,0.560
Gray Gables,MA,8138,1919,0.236
Gray Shores,NY,7463,5289,0.709
Green Acres,WA,7162,1666,0.233
Green Brook,NJ,803,581,0.724
Green Harbor-Cedar Crest,MA,5252,2896,0.551
Green Haven,MD,9926,1099,0.111
Green Knoll,NJ,2452,1028,0.419
Green Oak,MI,8553,3714,0.434
Greenburgh,NY,1371,216,0.158
Greenwich,PA,9374,7221,0.770
Greenwood,PA,3280,1530,0.466
Greenwood,WA,7556,5601,0.741
Greilickville,MI,4855,2161,0.445
Griggstown,NJ,4384,3995,0.911
Grissom Air Reserve Base,IN,9783,1897,0.194
Groton Long Point,CT,5390,4738,0.879
Groveville,NJ,2508,2440,0.973
Hague,FL,3413,2226,0.652
Halfmoon,NY,2101,1145,0.545
Halfway House,PA,8295,3853,0.464
Hall Park,OK,5713,2695,0.472
Hallie,WI,8340,1330,0.159
Hamden,NJ,6711,3884,0.579
Hamilton Square,NJ,1833,250,0.136
Hamilton,WI,3181,1267,0.398
Hampton Beach,NH,3773,2847,0.755
Hannahstown,PA,7303,3949,0.541
Happy Hill,TX,1237,162,0.131
Harbor Beach,MA,8679,1880,0.217
Harding Lakes,NJ,9308,5109,0.549
Harding,NJ,4433,3129,0.706
Haring,MI,207,182,0.879
Harmar,PA,2266,1049,0.463
Harney,CO,2283,1607,0.704
Harriston,VA,7428,1570,0.211
Hartson Point,NY,531,319,0.601
Harwich Center,MA,760,121,0.159
Hastings Center,NY,9003,1577,0.175
Hazardville,CT,5901,1893,0.321
Hazel Dell North,WA,6910,4310,0.624
Hazel Dell South,WA,7469,3849,0.515
Heathcote,NJ,7456,2968,0.398
Heber,UT,1482,854,0.576
Hempfield,PA,2080,378,0.182
Henderson Point,MS,1129,552,0.489
Henderson,GA,5276,2192,0.415
Hendrix,IL,207,172,0.831
Hephzibah,AL,3408,432,0.127
Herbertsville,NJ,5171,1795,0.347
Heritage Pines,FL,8172,7044,0.862
Heritage Village,CT,9379,4645,0.495
Heusler,IN,8682,2660,0.306
Hickory Hills,MS,2878,2778,0.965
Hidden Spring,ID,207,199,0.961
Highland Lake,NJ,1885,658,0.349
Highland Lakes,AL,6185,1443,0.233
Highland-on-the-Lake,NY,4988,4049,0.812
Highview,KY,2165,1150,0.531
Hillaryville,LA,7925,2296,0.290
Hilltop,OH,458,289,0.631
Hilltop,TN,2968,1280,0.431
Hillvale,TN,6333,5091,0.804
Hoffman,NJ,4592,3316,0.722
Holgate,NJ,7357,5574,0.758
Holiday Beach,MD,9393,1431,0.152
Holiday City South,NJ,4427,3506,0.792
Holiday Heights,NJ,8733,3728,0.427
Holly Springs,SC,8668,4366,0.504
Holmansville,NJ,6370,4586,0.720
Holmeson,NJ,3789,2282,0.602
Homewood,PA,2591,184,0.071
Honey Creek,IN,1343,512,0.381
Houghton Point,MI,9776,9220,0.943
Houston Lake,GA,704,583,0.828
Howard,MI,3006,207,0.069
Hulington,OH,2481,804,0.324
Huntington,VA,456,345,0.757
Huron,MI,3716,548,0.147
Huronia Heights,MI,9755,7626,0.782
Hyde Park,IN,7547,394,0.052
Hyson,NJ,5866,690,0.118
Independence,MI,254,27,0.106
Indian Heights,IN,6637,4250,0.640
Indian Mountain Lake,PA,1227,208,0.170
Indian Orchard,PA,1437,317,0.221
Industry,CA,7564,2984,0.395
Inglewood-Finn Hill,WA,1132,520,0.459
Inverness,CO,2127,1704,0.801
Iredell,NC,9547,3563,0.373
Iron Bridge,PA,2676,2513,0.939
Island Walk,FL,5381,2184,0.406
Island,LA,981,275,0.280
Jackson Heights,NC,6729,1884,0.280
Jacobstown,NJ,3440,235,0.068
James Mill,AR,463,142,0.307
Janvier,NJ,1110,273,0.246
Jefferson,MI,749,575,0.768
Jefferson,VA,9822,9626,0.980
Jefferson,WV,2748,1469,0.535
Jerseyville,NJ,9859,9372,0.951
Jerusalem Corners,NY,9952,63,0.006
Jewell Village,IN,8803,5977,0.679
Jollyville,OK,1362,349,0.256
Jones Beach,NY,617,568,0.921
Jones Corner,CA,4451,1682,0.378
Joppatowne,MD,44,38,0.864
Juno,NC,3117,2030,0.651
Jupiter Farms,FL,4563,556,0.122
Kalaeloa,HI,5838,5834,0.999
Kanauga,OH,7412,3653,0.493
Kaneohe Station,HI,353,203,0.575
Keeneland,KY,9087,8708,0.958
Kemps Mill,MD,6013,1259,0.209
Kenilworth,LA,9650,2103,0.218
Kennedy Mills,NJ,2056,406,0.197
Kensington,CT,4857,65,0.013
Kenwood,NY,6888,1200,0.174
Key Center,WA,3882,1907,0.491
Key Vista,FL,5793,1195,0.206
Keyton,AL,1506,17,0.011
Kickapoo,MO,2397,320,0.134
Kilbuck,PA,1353,1098,0.812
King Arthur Park,MT,9622,6359,0.661
Kingsgate,WA,3874,2149,0.555
Kirkland,NY,4752,883,0.186
Klahanie,WA,7033,3783,0.538
Klinesville,NJ,3273,1698,0.519
Knellsville,WI,6424,6313,0.983
Ko Olina,HI,9481,6871,0.725
La Grange,NY,9367,228,0.024
Lackland Air Force Base,TX,4505,3791,0.842
Lacy-Lakeview,TX,6920,2503,0.362
Lafourche Crossing,LA,6598,3595,0.545
Laguna,CA,7852,4562,0.581
Lake Cassidy,WA,7538,4240,0.562
Lake Fenton,MI,9601,3812,0.397
Lake Holiday,IL,6438,4440,0.690
Lake James,IN,4545,1833,0.403
Lake Lakengren,OH,2311,1410,0.610
Lake Land'Or,VA,8947,4986,0.557
Lake Lanier,SC,7588,5796,0.764
Lake Lucerne,FL,615,483,0.785
Lake Mohawk,NJ,8250,3825,0.464
Lake Mohawk,OH,3430,2152,0.627
Lake Mohegan,NY,2859,794,0.278
Lake of the Woods,AZ,5675,678,0.119
Lake Pocotopaug,CT,3965,2556,0.645
Lake Sarasota,FL,3368,2594,0.770
Lake Sherwood,CA,3426,3256,0.950
Lake St Croix Beach,MN,5268,3107,0.590
Lake St Louis,MO,2555,1823,0.714
Lake Tapps,WA,5907,4316,0.731
Lake Telemark,NJ,4201,1280,0.305
Lake Wood,IN,6325,1668,0.264
Lakeland Heights,TX,9254,608,0.066
Lakeland Village,WA,9798,6502,0.664
Lakeside,OH,2677,247,0.092
Lakeview,LA,5569,2420,0.435
Lakeview,NY,1265,127,0.100
Landover,MD,4299,81,0.019
Lanvale,NC,927,449,0.484
Laplace,LA,3920,697,0.178
Larkfield,CA,511,253,0.495
Lattimer,PA,5403,819,0.152
Laurel Hill,VA,1039,569,0.548
Laurel Lake,NJ,2967,1989,0.670
Laurence Harbor,NJ,4374,1757,0.402
Lawrence,NJ,6627,554,0.084
Lawrenceville,NJ,764,281,0.368
Lea Hill,WA,2440,807,0.331
Lee Acres,NM,2692,309,0.115
Legler,NJ,6217,75,0.012
Leisure Knoll,NJ,5815,3290,0.566
Leisure Village,NJ,6141,2822,0.460
Leisuretowne,NJ,3173,80,0.025
Lemannville,LA,5939,5494,0.925
Lemmon Valley,NV,5094,1395,0.274
Lemon Park,MI,8585,6358,0.741
Lester,PA,4531,97,0.021
Level Park-Oak Park,MI,1014,280,0.276
Lewis and Clark,MO,3240,1435,0.443
Liberty Grove,TX,4909,3123,0.636
Linganore,MD,7794,1839,0.236
Linn Junction,IA,7587,7270,0.958
Linthicum,MD,5920,909,0.154
Linton Hall,VA,6226,4041,0.649
Linwood,IN,2482,1197,0.482
Lisbon,WI,1975,163,0.083
Litaker,NC,9179,5312,0.579
Little Cottonwood Creek Valley,UT,7165,5600,0.782
Little Falls,ME,2597,2223,0.856
Littleton Common,MA,4303,3325,0.773
Live Oak Acres,CA,3486,710,0.204
Livingston Wheeler,NM,8757,6519,0.744
Lochmoor Waterway Estates,FL,9336,3139,0.336
Lockport Heights,LA,1201,541,0.450
Lockwood,NJ,5574,5399,0.969
Long Beach,MD,2257,876,0.388
Long Hill,CT,6868,3345,0.487
Loomis Hill,NY,6313,390,0.062
Lopatcong Overlook,NJ,9284,4111,0.443
Lords Point,CT,311,219,0.704
Los Chaves,NM,3020,2700,0.894
Los Ranchos,CA,5325,2656,0.499
Los Trujillos,NM,987,216,0.219
Loudoun Valley Estates,VA,7223,3978,0.551
Lovick,AL,695,575,0.827
Lower Allen,PA,1517,583,0.384
Lower Shaker Village,NH,8435,4108,0.487
Lowes Island,VA,8418,3338,0.397
Lozes,LA,2706,778,0.288
Lutherville,MD,418,397,0.950
Lyon,MI,1947,1014,0.521
Lysander,NY,808,240,0.297
Mabana,WA,5957,5307,0.891
Mack North,OH,9096,434,0.048
MacKenzie,MO,7133,5695,0.798
Madison Center,CT,5010,4598,0.918
Madison Park,NJ,5700,4714,0.827
Makaha,HI,7142,6150,0.861
Manalapan,NJ,2485,2404,0.967
Manchester,VA,3732,942,0.252
Manhattan,NY,3008,596,0.198
Manifold,PA,6566,566,0.086
Manteca Junction,CA,8006,5873,0.734
Maple Beach,NY,2426,631,0.260
Maple Shade,NY,6253,4248,0.679
Maplehurst,MI,5153,3324,0.645
Mapleton,MI,837,381,0.455
Marblehead,OH,7261,6505,0.896
Marguerite,PA,8620,8440,0.979
Marietta,WA,1818,715,0.393
Marinwood,CA,220,85,0.386
Marion Center,MA,3785,3267,0.863
Marlton Lakes,NJ,3539,1995,0.564
Marshall Creek,TX,5313,1895,0.357
Marysville,NY,6990,1770,0.253
Masonboro,NC,6166,1451,0.235
Maxwell,AL,7940,3569,0.449
Maxwell,PA,8667,2297,0.265
Mayetta,NJ,376,208,0.553
Mays Chapel,MD,4157,1196,0.288
McGuire Park,WV,4880,953,0.195
McKee City,NJ,3767,2766,0.734
Meade,MI,5451,2918,0.535
Meadow Oaks,FL,8232,6599,0.802
Meadowbrook,IL,9369,7098,0.758
Meadowood,PA,4827,80,0.017
Mechanicsville,CT,962,613,0.637
Medford Farms,NJ,9304,4321,0.464
Mellingertown,PA,4652,4516,0.971
Melton,GA,1564,667,0.426
Melville,IL,5810,1465,0.252
Melville,RI,1478,1218,0.824
Merritt Park,NY,4684,3116,0.665
Messenger Bay,NY,5601,387,0.069
Metedeconk,NJ,2988,2495,0.835
Methuen Town,MA,5787,1172,0.203
Miami Heights,OH,6880,4454,0.647
Middleborough Center,MA,5464,5380,0.985
Middleburg-Clay Hill,FL,845,461,0.546
Middlebush,NJ,2491,330,0.132
Middlesborough,KY,6210,1444,0.233
Middletown,MI,5603,5135,0.916
Midtown,TN,107,89,0.832
Mililani Mauka,HI,2205,872,0.395
Mililani Town,HI,6699,3252,0.485
Millersport,NY,4246,2524,0.594
Mineralwells,WV,6213,5138,0.827
Minor Lane Heights,KY,5455,5346,0.980
Misquamicut,RI,785,82,0.104
Mitchell,IL,5251,2559,0.487
Mizpah Park,MI,1768,431,0.244
Mogul,NV,82,1,0.012
Monarch,PA,2369,660,0.279
Monarch,SC,3728,3438,0.922
Monmouth Hills,NJ,92,54,0.587
Monomoscoy Island,MA,1514,558,0.369
Monroe,NJ,4732,4560,0.964
Montrose Manor,PA,4002,594,0.148
Montrose,OH,5591,4069,0.728
Moon Lake,FL,8205,3340,0.407
Moore Park,MI,9152,2958,0.323
Morewood,PA,2126,947,0.445
Morgandale,OH,7520,5465,0.727
Mount Chestnut,PA,3833,404,0.105
Mount Helix,CA,1134,145,0.128
Mount Hope,NY,8337,5926,0.711
Mount Laurel,AL,7848,1716,0.219
Mount Olympus,UT,3216,756,0.235
Mount Pleasant,NY,3477,788,0.227
Muhlenberg Park,PA,3195,763,0.239
Mulford,CO,58,31,0.534
Municipality of Monroeville,PA,8350,1696,0.203
Municipality of Murrysville,PA,9773,4070,0.416
Murillo,TX,7708,741,0.096
Murphys Estates,SC,1157,1084,0.937
Murraysville,NC,634,190,0.300
Murrieta Hot Springs,CA,1696,1236,0.729
Mystic Island,NJ,8138,7127,0.876
Nabob,WI,9698,1958,0.202
Nanakuli,HI,633,115,0.182
Naomi,LA,4492,534,0.119
Naples Park,FL,5438,5436,1.000
Naval Academy,MD,1404,133,0.095
Naval Base Kitsap,WA,2882,1681,0.583
Navarre Beach,FL,1357,219,0.161
Neville,PA,9271,8687,0.937
New Auburn,ME,344,227,0.660
New Hanover,NJ,5279,1510,0.286
New Hartford Center,CT,2507,694,0.277
New Hope,OR,9752,5367,0.550
New Lenox,MA,2152,1111,0.516
New Prospect,SC,6669,3592,0.539
New Seabury,MA,9220,6484,0.703
New Territory,TX,5339,536,0.100
New Union,TN,7693,55,0.007
Newburg,KY,2894,1583,0.547
Newton,OH,5028,2574,0.512
Nibbyville,IN,9329,601,0.064
Nine Mile,IN,8702,2319,0.266
Niskayuna,NY,8201,2829,0.345
No Name,CO,4150,4072,0.981
Noank,CT,4865,2720,0.559
Norland,FL,2764,988,0.357
Normandy Shores,FL,2810,707,0.252
Norris Canyon,CA,1830,1228,0.671
North Ballston Spa,NY,5236,5123,0.978
North Beach Haven,NJ,9037,2495,0.276
North Beach,NJ,2796,2570,0.919
North Belle Isle,NY,5251,4345,0.827
North Bellmore,NY,7230,6529,0.903
North Byron,MI,5629,3327,0.591
North Castle,NY,9752,7615,0.781
North DeLand,FL,7768,4746,0.611
North Elmore,AL,7753,6247,0.806
North Gate,CA,9346,9063,0.970
North Gates,NY,4445,4041,0.909
North Grosvenor Dale,CT,7027,5739,0.817
North Harwich,MA,7720,5076,0.658
North Hobbs,NM,7446,6503,0.873
North Litchfield Beach,SC,3536,2655,0.751
North Manlius,NY,851,706,0.830
North Middletown,NJ,6827,3986,0.584
North Plymouth,MA,5966,3020,0.506
North Randall,TX,5561,2679,0.482
North Snyderville Basin,UT,3786,2252,0.595
North St Paul,MN,3630,660,0.182
North Swansea,MA,1205,810,0.672
North Swanzey,NH,8808,8246,0.936
North Vacherie,LA,6518,4392,0.674
North Wantagh,NY,9195,5014,0.545
North Westminster,VT,1584,1579,0.997
North Westport,MA,7974,5529,0.693
North Windham,ME,8418,7563,0.898
North Woodbridge,CA,5223,5195,0.995
Northampton,NY,2552,763,0.299
Northchase,NC,356,90,0.253
Northside,MA,186,65,0.349
Northview,MI,2139,1137,0.532
Northvue,PA,6133,4689,0.765
Northwest Harwich,MA,3116,2320,0.745
Northwood,MI,6852,3979,0.581
Norton Center,MA,400,334,0.835
Norway,IN,2124,1034,0.487
Nottingham Woods,IL,7452,923,0.124
Nugent,LA,4193,10,0.002
Oak City,TN,8690,3150,0.362
Oak Creek,AZ,6916,2679,0.387
Oak Hills Place,LA,916,344,0.376
Oak Hills,OR,3118,1337,0.429
Oak Park,IN,2394,143,0.060
Oak Valley,NJ,7632,5114,0.670
Oakland,NC,1508,374,0.248
Oakland,PA,7834,2561,0.327
Oakleaf Plantation,FL,9409,7760,0.825
Oakwood Beach,NJ,7499,341,0.045
Oakwood,IN,1210,526,0.435
Ocala Ridge,FL,120,109,0.908
Ocana,TN,7513,4099,0.546
Ocean Acres,NJ,9862,7900,0.801
Ocean Breeze Park,FL,8277,5993,0.724
Ocean Grove,MA,9441,7233,0.766
Ocean,NC,3213,361,0.112
Oceola,MI,5195,2080,0.400
Ohio,PA,8922,6641,0.744
Okolona,KY,8904,6439,0.723
Old Bennington,VT,6651,4780,0.719
Old Jenny Lind,AR,6869,2060,0.300
Old Saybrook Center,CT,1644,710,0.432
Olivet,NJ,5073,2500,0.493
Ollie,LA,7651,4781,0.625
Omao,HI,1917,1,0.001
Onion Creek,TX,6492,6177,0.951
Opal Cliffs,CA,2918,2841,0.974
Opa-Locka,FL,9093,8542,0.939
Opportunity,WA,8101,5801,0.716
Orange Blossom Hills,FL,7556,1061,0.140
Orange Grove Mobile Manor,AZ,5064,999,0.197
Orason,TX,4167,2872,0.689
Orchard Beach,MD,5997,3584,0.598
Orchard Beach,PA,630,244,0.387
Orchard Knoll,NY,8625,8603,0.997
Orford,CA,4366,840,0.192
Oriole Beach,FL,6185,672,0.109
Orion,MI,5491,832,0.152
Osbornsville,NJ,3280,1904,0.580
Owens,OH,5891,2989,0.507
Palmetto,SC,7489,57,0.008
Paloma Creek,TX,4019,305,0.076
Panama,IN,7730,2487,0.322
Panther Valley,NJ,589,9,0.015
Paradise Hills,NM,4363,3068,0.703
Paradise,IN,3846,3712,0.965
